nodes,edges,density,average_out_degree,average_in_degree,reciprocity,avg_clustering,avg_path_length,largest_component_size,fp_weighted_avg_out,fp_weighted_avg_neighbor_out,fp_weighted_difference,fp_weighted_ratio,fp_unweighted_avg_out,fp_unweighted_avg_neighbor_out,fp_unweighted_difference,fp_unweighted_ratio,modularity,num_communities,out_in_assortativity,out_out_assortativity,in_in_assortativity,in_out_assortativity
20,164,0.43157894736842106,8.2,8.2,0.0,0.9046918767507004,1.5894736842105264,,48.6,45.757515123765124,-2.8424848762348773,0.9415126568675951,8.2,7.92365675990676,-0.2763432400932393,0.9662996048666781,0.14375508052634256,3,-0.017351144259375756,-0.01665284281295163,-0.03396454340658027,-0.011316913495183373
