nodes,edges,density,average_out_degree,average_in_degree,reciprocity,avg_clustering,avg_path_length,largest_component_size,fp_weighted_avg_out,fp_weighted_avg_neighbor_out,fp_weighted_difference,fp_weighted_ratio,fp_unweighted_avg_out,fp_unweighted_avg_neighbor_out,fp_unweighted_difference,fp_unweighted_ratio,modularity,num_communities,out_in_assortativity,out_out_assortativity,in_in_assortativity,in_out_assortativity
21,170,0.40476190476190477,8.095238095238095,8.095238095238095,0.0,0.881749717430832,1.6261904761904762,,46.76190476190476,46.31982409125266,-0.44208067065209633,0.9905461363709837,8.095238095238095,8.15319164962022,0.05795355438212546,1.0071589684824978,0.14434308385978162,3,0.02995453652707415,-0.05720606620414888,-0.015844509984929533,-0.05304270154884224
